Stock Index,Predicted Values
AD82,609.2363788550001
AD83,101.74257316279994
AD84,493.8672869830004
AD85,1019.0700616830009
AD86,516.1079465130002
AD87,541.1652304879998
AD88,643.9866674850001
AD89,79.57812078999997
AD90,802.7815382949995
AD91,1380.8012344299998
AD92,204.66230923400005
AD93,565.9048742040005
AD94,529.2271661189999
AD95,144.6804599403
AD96,684.6173302510002
AD97,339.97659727500024
AD98,1059.410471757
AD99,39.70589701079998
AD100,818.557224381
AD101,219.55509833199997
AD102,106.48200290960003
AD103,157.3620220560001
AD104,250.3778091
AD105,999.0832627659998
AD106,892.458891451
AD107,1250.1392604399998
AD108,1193.3339975499991
AD109,139.64177888199998
AD110,648.8354511740002
AD111,510.5512181319998
AD112,1150.1930926
AD113,343.57827146799985
AD114,268.01843339080017
AD115,326.62611973800045
AD116,616.3501804980001
AD117,816.3952235570002
AD118,122.12922854209997
AD119,340.12536528500016
AD120,86.11916851830001
AD121,95.83014908000001
AD122,602.221598189
AD123,35.86965251129996
AD124,579.8140105370006
AD125,607.9908498059998
AD126,418.1758490969998
AD127,1269.6883648900002
AD128,421.3892504849998
AD129,660.8393745290002
AD130,263.7535032949997
AD131,826.0832885569995
AD132,506.19996358700024
AD133,717.4420339439993
AD134,386.5215399290001
AD135,1548.9339562100001
AD136,778.5394866869997
AD137,455.6993346600004
AD138,824.1137245500004
AD139,1505.033090829999
AD140,391.11925741999994
AD141,83.13099424109994
AD142,827.2097262730008
AD143,132.66273371440005
AD144,131.04848829000005
AD145,180.51183180100006
AD146,1180.6528109700002
AD147,925.1470706370008
AD148,818.3920669519998
AD149,1092.5848239399995
AD150,723.9020231460006
AD151,256.7011293449999
AD152,1118.2618672599995
AD153,439.9259656679999
AD154,400.32844948599967
AD155,514.972629095
AD156,129.47783211400002
AD157,1321.2570282999995
AD158,381.6929850489999
AD159,795.0795665969999
AD160,1191.5825571099988
AD161,679.602317625
AD162,199.78413247499992
AD163,516.5014088929998
AD164,811.3043823199998
AD165,585.9553462330003
AD166,441.63542023199994
AD167,440.99640007
AD168,446.58322442400015
AD169,824.9056601050007
AD170,98.32037160690003
AD171,698.5463106419996
AD172,240.90535022699999
AD173,607.745106561001
AD174,652.7698803549998
AD175,335.3385766910002
AD176,313.232201936
AD177,414.75978187699997
AD178,1243.2875908800002
AD179,878.4794517230002
AD180,76.60740866610001
AD181,1274.5493879099997
AD182,243.8063927110002
AD183,75.79541652099999
AD184,1339.9717094799992
AD185,466.69578431700006
AD186,1290.8358745700007
AD187,530.2262287040004
AD188,86.35173120540003
AD189,1094.6162512720007
AD190,376.188243869
AD191,107.0326341875
AD192,629.7940816180002
AD193,35.905287448100005
AD194,272.21483907619995
AD195,562.200959917
AD196,872.6394101579995
AD197,1189.1703288099995
AD198,193.70025570700003
AD199,111.02250156250004
AD200,601.2756938140001
AD201,1190.5698555700014
AD202,105.3685837539
AD203,559.678297895
AD204,1117.8929866900007
AD205,179.16453812300006
AD206,301.59332697820014
AD207,837.4621615009996
AD208,716.9060269669999
AD209,629.6074731040004
AD210,1896.2533510099993
AD211,390.37796374699997
AD212,1116.6533902210012
AD213,1328.4714432699996
AD214,389.339462075
AD215,602.3794071009999
AD216,45.409459426999994
AD217,1491.2114852299994
AD218,840.8127588009997
AD219,362.85830038400013
AD220,395.0113952410001
AD221,456.20296679100005
AD222,1303.650982090001
AD223,56.4538529342
AD224,838.0697173779996
AD225,460.41460881499995
AD226,1696.6815387499998
AD227,513.3810410109999
AD228,278.92473244000007
AD229,402.590857873
AD230,412.82940969099997
AD231,482.11171913400017
AD232,852.0038512369999
AD233,571.0976364750002
AD234,541.7294621829999
AD235,304.0324026910003
AD236,350.41940632000006
AD237,419.8470890209999
AD238,718.7869942500002
AD239,837.9002433140001
AD240,1586.4695046199997
AD241,654.5759106460002
AD242,88.43235140380003
AD243,894.4740678479998
AD244,630.3450200600001
AD245,297.86261446900016
AD246,615.9122015049995
AD247,1392.7372773499997
AD248,705.4898553400001
AD249,282.0838470939998
AD250,810.4529032040008
AD251,644.268472519
AD252,1378.6360159100002
AD253,149.70990788400002
AD254,77.28801400649996
AD255,657.5042106659997
AD256,128.00509007
AD257,1693.0733158499997
AD258,565.5541252390005
AD259,241.6001046959999
AD260,683.9734209419998
AD261,150.21248674499986
AD262,46.1687510738
AD263,660.7672158240001
AD264,330.2876856672
AD265,697.5218037819998
AD266,293.0396449769999
AD267,138.33129479109996
AD268,1039.1959470760005
AD269,773.7764067
AD270,1504.5878061899984
AD271,203.215801377
AD272,508.0222006140003
AD273,101.26420737490001
AD274,276.9879317260001
AD275,851.764058522
AD276,190.76473364900008
AD277,56.10010652990001
AD278,761.5148871329999
AD279,279.6701895400001
AD280,829.3534092
AD281,408.0573960419998
AD282,1373.2580581399993
AD283,147.445844222
AD284,70.09173436670001
AD285,194.96720120299997
AD286,92.50992298070008
AD287,540.9861594670002
AD288,288.06945425509997
AD289,92.49124011430001
AD290,1722.9956130900007
AD291,186.073519631
AD292,760.4948917070001
AD293,743.082520543
AD294,792.7245427489993
AD295,263.89792428199985
AD296,533.6433164040001
AD297,47.16690523780001
AD298,759.533463748
AD299,895.0998065489999
AD300,310.0719793610001
AD301,153.78126181999997
AD302,368.52600766900025
AD303,498.5974957359997
AD304,986.8781209849999
AD305,575.3931148050003
AD306,386.56456993000023
AD307,191.77659146199997
AD308,389.25237472699985
AD309,210.5718300289002
AD310,580.8820816239997
AD311,741.8872327880003
AD312,1860.81738402
AD313,1393.54050288
AD314,153.0500295439999
AD315,700.3192703660002
AD316,531.979949953
AD317,1215.3871652900004
AD318,508.131753244
AD319,345.26253947999993
AD320,468.55130728100016
AD321,1141.6164296000002
AD322,357.77626095299985
AD323,59.785522146299996
AD324,676.3408458090006
AD325,1251.9436114499995
AD326,463.7246002279998
AD327,1258.7591209599996
AD328,364.48461988199983
AD329,1161.6710270700005
AD330,841.041869873
AD331,452.21236242499964
AD332,479.23972869300013
AD333,403.67498126000004
AD334,393.14334961200007
AD335,250.72704550500018
AD336,80.95169225349998
AD337,510.79857501699973
AD338,237.9695951590002
AD339,1188.36836609
AD340,478.84885840299967
AD341,407.69839903200017
AD342,359.1754635869997
AD343,93.35054885219995
AD344,1366.5444260100005
AD345,172.94761164199997
AD346,510.60964627500005
AD347,1003.5258604600002
AD348,179.3359277500001
AD349,882.0004408690002
AD350,686.0528690979997
AD351,614.6334235050002
AD352,517.3525472240003
AD353,417.8152509170002
AD354,352.54305081200005
AD355,1558.0015043399992
AD356,424.8983378460003
AD357,68.65051827530002
AD358,500.1542606019999
AD359,148.13543013199995
AD360,785.6664799920004
AD361,166.8859369817999
AD362,186.82731744399996
AD363,881.609888078
AD364,669.9675042539996
AD365,215.41776942200002
AD366,174.516909816
AD367,268.95109755600015
AD368,155.4327737947
AD369,425.23207933899977
AD370,553.8123103969997
AD371,59.35406528769999
AD372,1396.3222634900003
AD373,1401.6222264399998
AD374,215.9843683101999
AD375,788.599588152
AD376,678.0421184810003
AD377,1819.9263044499987
AD378,270.6131325510002
AD379,1252.46184961
AD380,103.06930371629998
AD381,246.25317197399988
AD382,264.797919338
AD383,203.34379867640007
AD384,164.82648455000003
AD385,176.71255539699993
AD386,775.5789447989997
AD387,289.93008710600003
AD388,873.2951731750001
AD389,706.5641176239999
AD390,640.4166550669999
AD391,784.02388021
AD392,980.300624586
AD393,1356.1140796000007
AD394,133.23619281700002
AD395,348.959984843
AD396,177.80332317700007
AD397,932.4080148660007
AD398,401.8393441439998
AD399,1298.1369125399997
AD400,202.65174963399994
AD401,872.3583466869998
AD402,214.62778632300004
AD403,752.3523227219997
AD404,1322.6507079599996
AD405,310.2390924010001
AD406,288.02173058700004
AD407,467.95230250099996
AD408,329.427269982
AD409,53.33045021599998
AD410,262.16268540999994
AD411,1007.7176503739995
AD412,186.50506389100008
AD413,81.35352818379997
AD414,374.8175164350001
AD415,640.9099261960002
AD416,226.48893849699994
AD417,478.28158378000035
AD418,337.15625265500006
AD419,470.50885408260024
AD420,171.72465893729998
AD421,636.6236356770002
AD422,51.0294605822
AD423,887.6601549579999
AD424,355.86128557300015
AD425,569.2648872049999
AD426,326.08500898600016
AD427,291.10547020100023
AD428,1177.2399805200005
AD429,285.088091937
AD430,277.462300295
AD431,475.0526005789998
AD432,368.32567771899994
AD433,1406.5734023500004
AD434,425.93960287100003
AD435,578.8688936970002
AD436,88.75079600150006
AD437,248.57392081400008
AD438,503.55207558799987
AD439,73.888830749
AD440,80.58768580309999
AD441,450.8248636889996
AD442,349.4313590149999
AD443,471.94996006700006
AD444,278.2738092650002
AD445,987.7817983649998
AD446,283.7081394118001
AD447,1132.9802524199997
AD448,165.65547437600014
AD449,798.9649166439998
AD450,892.5967400859996
AD451,1135.73608042
AD452,641.7854997090002
AD453,381.76813394199996
AD454,492.80448137800033
AD455,709.629059847
AD456,254.2110859450001
AD457,191.05736892769994
AD458,59.6023753298
AD459,211.03757931600012
AD460,1624.2178206400006
AD461,1424.8407165700003
AD462,571.8968266130001
AD463,1529.2737403799995
AD464,566.5377466299998
AD465,48.7274577788
AD466,1304.28808164
AD467,1102.3668441819993
AD468,175.95693612899996
AD469,341.579582833
AD470,1462.0836761300002
AD471,388.53616406500004
AD472,549.3239842690004
AD473,194.41504221600005
AD474,668.1160322499996
AD475,937.0790496140004
AD476,1730.7065315700002
AD477,889.9910327210005
AD478,190.54169473800002
AD479,473.50144096100007
AD480,203.477325307
AD481,525.2896483590004
AD482,297.3859050879999
AD483,583.4227991250003
AD484,1344.8893687799998
AD485,1370.254339829999
AD486,97.20320345029997
AD487,358.0336421709998
AD488,622.0527174640004
AD489,910.8677888130005
AD490,653.7106473190001
AD491,135.39565625699993
AD492,73.83090579740002
AD493,767.8819421070006
AD494,562.272896102
AD495,522.0218447470006
AD496,1211.65934872
AD497,534.1138950419999
AD498,575.5640848209999
AD499,551.7718172489999
AD500,474.8506534455997
AD501,548.4859116509999
AD502,522.896776422
AD503,470.98283617419986
AD504,521.0344999369999
AD505,553.1867354549998
AD506,1195.3729463200002
AD507,185.7309067340001
AD508,667.1472573279997
AD509,679.627418048
AD510,123.51439825980003
AD511,99.82126221309996
AD512,503.2542434839999
AD513,228.98109698800013
AD514,90.36698778950003
AD515,135.35373771579995
AD516,352.550707425
AD517,327.997253307
AD518,863.1984146069997
AD519,1006.4867170609997
AD520,776.2452813749994
AD521,1864.0643545499986
AD522,654.5827633510004
AD523,231.14479358399996
AD524,808.149606104
AD525,140.69679045399997
AD526,322.45096946500007
AD527,299.0093690000003
AD528,94.629201418
AD529,168.75521700099986
AD530,1258.1952878499985
AD531,108.39723647819994
AD532,171.99427499100003
